unit_id,species,dbh
b4716cc8-c73d-4c5d-aa06-11950f3ca771,LP,4.4
b4716cc8-c73d-4c5d-aa06-11950f3ca771,ES,3.2
b4716cc8-c73d-4c5d-aa06-11950f3ca771,RA,2.4
b4716cc8-c73d-4c5d-aa06-11950f3ca771,AF,16.4
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,10.1
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,11.7
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,12.7
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,0.4
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,2.3
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,6.0
b4716cc8-c73d-4c5d-aa06-11950f3ca771,RA,12.2
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,10.0
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,19.5
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,14.7
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,10.2
b4716cc8-c73d-4c5d-aa06-11950f3ca771,RA,4.7
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,20.3
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,8.9
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,19.4
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,0.9
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,12.7
b4716cc8-c73d-4c5d-aa06-11950f3ca771,ES,10.1
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,0.6
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,10.3
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,3.0
b4716cc8-c73d-4c5d-aa06-11950f3ca771,RA,18.7
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,6.9
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,8.2
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,19.3
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,22.0
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,20.9
b4716cc8-c73d-4c5d-aa06-11950f3ca771,AF,22.2
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,8.5
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,5.1
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,15.4
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,15.8
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,2.5
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,22.6
b4716cc8-c73d-4c5d-aa06-11950f3ca771,ES,5.4
b4716cc8-c73d-4c5d-aa06-11950f3ca771,WH,17.7
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,4.9
b4716cc8-c73d-4c5d-aa06-11950f3ca771,DF,11.9
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,23.0
d12acc5e-4d07-4614-a76f-6e52102eed06,WH,7.7
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,1.0
d12acc5e-4d07-4614-a76f-6e52102eed06,WH,3.1
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,9.9
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,1.8
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,11.9
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,26.3
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,23.8
d12acc5e-4d07-4614-a76f-6e52102eed06,WH,0.1
d12acc5e-4d07-4614-a76f-6e52102eed06,WH,22.9
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,3.9
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,14.5
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,10.8
d12acc5e-4d07-4614-a76f-6e52102eed06,WH,9.2
d12acc5e-4d07-4614-a76f-6e52102eed06,WH,5.8
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,9.1
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,12.6
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,15.1
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,5.5
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,3.2
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,12.0
d12acc5e-4d07-4614-a76f-6e52102eed06,LP,6.8
d12acc5e-4d07-4614-a76f-6e52102eed06,DF,17.8
d12acc5e-4d07-4614-a76f-6e52102eed06,WH,27.9
d12acc5e-4d07-4614-a76f-6e52102eed06,WH,17.4
184f016a-0b61-4155-8091-4e8d7e359821,WH,22.0
184f016a-0b61-4155-8091-4e8d7e359821,DF,25.9
184f016a-0b61-4155-8091-4e8d7e359821,AF,7.2
184f016a-0b61-4155-8091-4e8d7e359821,DF,1.7
184f016a-0b61-4155-8091-4e8d7e359821,DF,7.8
184f016a-0b61-4155-8091-4e8d7e359821,DF,21.7
184f016a-0b61-4155-8091-4e8d7e359821,DF,9.9
184f016a-0b61-4155-8091-4e8d7e359821,DF,16.0
184f016a-0b61-4155-8091-4e8d7e359821,DF,21.4
184f016a-0b61-4155-8091-4e8d7e359821,RA,9.2
184f016a-0b61-4155-8091-4e8d7e359821,DF,3.5
184f016a-0b61-4155-8091-4e8d7e359821,DF,12.2
184f016a-0b61-4155-8091-4e8d7e359821,DF,18.0
184f016a-0b61-4155-8091-4e8d7e359821,RA,8.6
184f016a-0b61-4155-8091-4e8d7e359821,WH,19.0
184f016a-0b61-4155-8091-4e8d7e359821,WH,16.7
c4645d18-6654-43b2-b159-dd63a41f4375,DF,14.5
c4645d18-6654-43b2-b159-dd63a41f4375,DF,16.1
c4645d18-6654-43b2-b159-dd63a41f4375,RA,11.6
c4645d18-6654-43b2-b159-dd63a41f4375,DF,11.1
c4645d18-6654-43b2-b159-dd63a41f4375,DF,20.0
c4645d18-6654-43b2-b159-dd63a41f4375,DF,22.6
c4645d18-6654-43b2-b159-dd63a41f4375,WH,11.6
c4645d18-6654-43b2-b159-dd63a41f4375,WH,14.8
c4645d18-6654-43b2-b159-dd63a41f4375,WH,12.9
c4645d18-6654-43b2-b159-dd63a41f4375,WH,11.7
c4645d18-6654-43b2-b159-dd63a41f4375,WH,10.5
c4645d18-6654-43b2-b159-dd63a41f4375,DF,10.4
c4645d18-6654-43b2-b159-dd63a41f4375,DF,10.7
c4645d18-6654-43b2-b159-dd63a41f4375,DF,17.2
c4645d18-6654-43b2-b159-dd63a41f4375,LP,3.4
c4645d18-6654-43b2-b159-dd63a41f4375,DF,12.8
c4645d18-6654-43b2-b159-dd63a41f4375,WH,15.7
c4645d18-6654-43b2-b159-dd63a41f4375,WH,3.3
c4645d18-6654-43b2-b159-dd63a41f4375,WH,1.7
c4645d18-6654-43b2-b159-dd63a41f4375,AF,7.4
c4645d18-6654-43b2-b159-dd63a41f4375,RA,9.1
c4645d18-6654-43b2-b159-dd63a41f4375,DF,17.1
c4645d18-6654-43b2-b159-dd63a41f4375,DF,16.5
c4645d18-6654-43b2-b159-dd63a41f4375,DF,14.7
c4645d18-6654-43b2-b159-dd63a41f4375,WH,20.3
c4645d18-6654-43b2-b159-dd63a41f4375,WH,22.9
c4645d18-6654-43b2-b159-dd63a41f4375,WH,11.2
c4645d18-6654-43b2-b159-dd63a41f4375,DF,25.7
c4645d18-6654-43b2-b159-dd63a41f4375,WH,25.8
c4645d18-6654-43b2-b159-dd63a41f4375,DF,20.0
c4645d18-6654-43b2-b159-dd63a41f4375,DF,18.8
c4645d18-6654-43b2-b159-dd63a41f4375,WH,17.4
c4645d18-6654-43b2-b159-dd63a41f4375,DF,41.5
c4645d18-6654-43b2-b159-dd63a41f4375,AF,10.0
c4645d18-6654-43b2-b159-dd63a41f4375,DF,16.9
c4645d18-6654-43b2-b159-dd63a41f4375,DF,19.2
c4645d18-6654-43b2-b159-dd63a41f4375,DF,7.0
c4645d18-6654-43b2-b159-dd63a41f4375,DF,14.1
c4645d18-6654-43b2-b159-dd63a41f4375,LP,3.6
c4645d18-6654-43b2-b159-dd63a41f4375,RA,14.8
c4645d18-6654-43b2-b159-dd63a41f4375,WH,5.9
c4645d18-6654-43b2-b159-dd63a41f4375,DF,5.6
c4645d18-6654-43b2-b159-dd63a41f4375,WH,15.4
c4645d18-6654-43b2-b159-dd63a41f4375,LP,0.1
c4645d18-6654-43b2-b159-dd63a41f4375,DF,14.2
c4645d18-6654-43b2-b159-dd63a41f4375,ES,11.1
c4645d18-6654-43b2-b159-dd63a41f4375,WH,12.6
c4645d18-6654-43b2-b159-dd63a41f4375,DF,1.6
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,15.9
40cb459c-5343-413c-a05e-0693b17bbfa7,RA,1.4
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,8.5
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,20.3
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,23.9
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,16.9
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,4.5
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,9.0
40cb459c-5343-413c-a05e-0693b17bbfa7,LP,4.5
40cb459c-5343-413c-a05e-0693b17bbfa7,RA,13.1
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,19.9
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,10.2
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,9.6
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,12.4
40cb459c-5343-413c-a05e-0693b17bbfa7,RA,14.5
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,19.1
40cb459c-5343-413c-a05e-0693b17bbfa7,LP,15.0
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,18.2
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,10.3
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,9.1
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,12.8
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,12.4
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,8.6
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,9.4
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,9.4
40cb459c-5343-413c-a05e-0693b17bbfa7,RA,6.9
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,7.1
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,0.1
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,17.5
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,6.5
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,5.1
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,13.5
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,13.3
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,25.9
40cb459c-5343-413c-a05e-0693b17bbfa7,RA,14.8
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,1.4
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,19.8
40cb459c-5343-413c-a05e-0693b17bbfa7,RA,4.9
40cb459c-5343-413c-a05e-0693b17bbfa7,DF,2.7
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,20.2
40cb459c-5343-413c-a05e-0693b17bbfa7,WH,12.8
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,12.9
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,25.0
c296bfba-91c5-48e9-97e4-aa2823011c41,RA,6.6
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,14.0
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,13.6
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,8.3
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,5.9
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,7.8
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,29.7
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,13.9
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,17.8
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,16.1
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,13.4
c296bfba-91c5-48e9-97e4-aa2823011c41,RA,1.6
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,17.2
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,4.7
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,24.0
c296bfba-91c5-48e9-97e4-aa2823011c41,LP,18.0
c296bfba-91c5-48e9-97e4-aa2823011c41,RA,15.5
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,9.3
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,15.7
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,12.2
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,8.9
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,20.7
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,13.4
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,15.8
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,18.2
c296bfba-91c5-48e9-97e4-aa2823011c41,RA,18.0
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,9.0
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,9.3
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,10.2
c296bfba-91c5-48e9-97e4-aa2823011c41,RA,11.4
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,10.3
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,7.4
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,26.9
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,6.4
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,5.4
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,1.8
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,13.1
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,27.1
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,7.3
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,10.6
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,3.1
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,10.1
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,17.8
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,6.6
c296bfba-91c5-48e9-97e4-aa2823011c41,WH,13.5
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,6.7
c296bfba-91c5-48e9-97e4-aa2823011c41,DF,18.8
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,8.3
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,11.2
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,22.4
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,12.7
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,WH,24.1
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,5.0
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,27.1
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,RA,10.2
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,RA,8.6
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,16.3
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,WH,19.1
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,WH,7.9
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,RA,5.5
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,14.6
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,WH,9.7
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,13.6
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,4.1
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,WH,7.9
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,6.2
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,17.4
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,WH,20.4
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,7.3
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,RA,10.5
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,8.3
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,9.5
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,WH,16.6
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,RA,14.1
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,3.2
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,WH,5.4
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,10.2
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,19.7
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,11.7
896baae2-21e6-4ffe-bfe2-42c5cf689d2a,DF,23.3
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,17.3
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,21.4
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,16.9
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,18.1
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,12.7
4ddf0351-2d20-4549-9687-c56e4cbefa0b,RA,4.2
4ddf0351-2d20-4549-9687-c56e4cbefa0b,RA,15.7
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,0.6
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,19.3
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,11.1
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,12.8
4ddf0351-2d20-4549-9687-c56e4cbefa0b,WH,0.4
4ddf0351-2d20-4549-9687-c56e4cbefa0b,ES,9.6
4ddf0351-2d20-4549-9687-c56e4cbefa0b,WH,12.9
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,8.2
4ddf0351-2d20-4549-9687-c56e4cbefa0b,RA,17.8
4ddf0351-2d20-4549-9687-c56e4cbefa0b,AF,10.4
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,31.4
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,9.9
4ddf0351-2d20-4549-9687-c56e4cbefa0b,DF,9.1
4ddf0351-2d20-4549-9687-c56e4cbefa0b,WH,4.6
4ddf0351-2d20-4549-9687-c56e4cbefa0b,WH,16.2
4ddf0351-2d20-4549-9687-c56e4cbefa0b,RA,15.8
989c567e-fe70-4c04-91ac-32109613cd22,DF,7.2
989c567e-fe70-4c04-91ac-32109613cd22,DF,14.8
989c567e-fe70-4c04-91ac-32109613cd22,AF,8.8
989c567e-fe70-4c04-91ac-32109613cd22,DF,19.6
989c567e-fe70-4c04-91ac-32109613cd22,RA,4.2
989c567e-fe70-4c04-91ac-32109613cd22,WH,4.4
989c567e-fe70-4c04-91ac-32109613cd22,LP,4.6
989c567e-fe70-4c04-91ac-32109613cd22,DF,18.1
989c567e-fe70-4c04-91ac-32109613cd22,DF,23.9
989c567e-fe70-4c04-91ac-32109613cd22,WH,22.8
989c567e-fe70-4c04-91ac-32109613cd22,WH,14.7
989c567e-fe70-4c04-91ac-32109613cd22,DF,20.1
989c567e-fe70-4c04-91ac-32109613cd22,WH,8.0
989c567e-fe70-4c04-91ac-32109613cd22,DF,23.9
989c567e-fe70-4c04-91ac-32109613cd22,DF,6.4
989c567e-fe70-4c04-91ac-32109613cd22,WH,16.8
989c567e-fe70-4c04-91ac-32109613cd22,DF,22.7
989c567e-fe70-4c04-91ac-32109613cd22,WH,35.1
989c567e-fe70-4c04-91ac-32109613cd22,AF,2.0
989c567e-fe70-4c04-91ac-32109613cd22,DF,17.2
989c567e-fe70-4c04-91ac-32109613cd22,WH,14.6
989c567e-fe70-4c04-91ac-32109613cd22,RA,7.2
989c567e-fe70-4c04-91ac-32109613cd22,WH,7.3
989c567e-fe70-4c04-91ac-32109613cd22,DF,6.4
989c567e-fe70-4c04-91ac-32109613cd22,DF,14.1
989c567e-fe70-4c04-91ac-32109613cd22,WH,14.5
989c567e-fe70-4c04-91ac-32109613cd22,RA,13.5
989c567e-fe70-4c04-91ac-32109613cd22,DF,21.5
989c567e-fe70-4c04-91ac-32109613cd22,DF,2.6
989c567e-fe70-4c04-91ac-32109613cd22,WH,12.2
989c567e-fe70-4c04-91ac-32109613cd22,DF,6.0
989c567e-fe70-4c04-91ac-32109613cd22,WH,8.3
989c567e-fe70-4c04-91ac-32109613cd22,RA,7.2
989c567e-fe70-4c04-91ac-32109613cd22,DF,3.1
989c567e-fe70-4c04-91ac-32109613cd22,WH,10.4
989c567e-fe70-4c04-91ac-32109613cd22,WH,13.8
989c567e-fe70-4c04-91ac-32109613cd22,WH,11.8
989c567e-fe70-4c04-91ac-32109613cd22,DF,19.7
989c567e-fe70-4c04-91ac-32109613cd22,WH,4.1
989c567e-fe70-4c04-91ac-32109613cd22,DF,13.7
989c567e-fe70-4c04-91ac-32109613cd22,DF,13.7
989c567e-fe70-4c04-91ac-32109613cd22,DF,20.0
ded3c096-61fa-4335-b581-904dbb1d968d,DF,18.3
ded3c096-61fa-4335-b581-904dbb1d968d,DF,20.3
ded3c096-61fa-4335-b581-904dbb1d968d,DF,22.7
ded3c096-61fa-4335-b581-904dbb1d968d,DF,12.5
ded3c096-61fa-4335-b581-904dbb1d968d,WH,16.3
ded3c096-61fa-4335-b581-904dbb1d968d,WH,5.4
ded3c096-61fa-4335-b581-904dbb1d968d,WH,22.5
ded3c096-61fa-4335-b581-904dbb1d968d,DF,16.1
ded3c096-61fa-4335-b581-904dbb1d968d,DF,19.9
ded3c096-61fa-4335-b581-904dbb1d968d,DF,3.8
ded3c096-61fa-4335-b581-904dbb1d968d,DF,8.9
ded3c096-61fa-4335-b581-904dbb1d968d,DF,1.8
ded3c096-61fa-4335-b581-904dbb1d968d,DF,10.2
ded3c096-61fa-4335-b581-904dbb1d968d,WH,21.7
ded3c096-61fa-4335-b581-904dbb1d968d,WH,15.4
ded3c096-61fa-4335-b581-904dbb1d968d,DF,13.3
ded3c096-61fa-4335-b581-904dbb1d968d,WH,12.1
ded3c096-61fa-4335-b581-904dbb1d968d,WH,14.2
ded3c096-61fa-4335-b581-904dbb1d968d,RA,6.2
ded3c096-61fa-4335-b581-904dbb1d968d,WH,25.4
ded3c096-61fa-4335-b581-904dbb1d968d,DF,8.0
ded3c096-61fa-4335-b581-904dbb1d968d,WH,10.3
